peptide_name,average_plddt
PPLUZ19_gp0.1,67.7271076923078
PPLUZ19_gp13.1,84.7268387096776
PPLUZ19_gp13,96.75071129707126
PPLUZ19_gp1,67.99088390501325
PPLUZ19_gp27,81.75704718417045
PPLUZ19_gp29,60.2413629629631
PPLUZ19_gp2,71.37820642978004
PPLUZ19_gp44,74.06950920245394
PPLUZ19_gp46.1,80.03719077568142
PPLUZ19_gp48,79.87674342105261
PPLUZ19_gp49,70.80139449541261
PPLUZ19_gp5,47.55661666666659
PPLUZ19_gp6,49.4636577708007
PPLUZ19_gp7,50.660938375350256
PPLUZ19_gp8,72.07735395189017
PPLUZ19_gp9,44.997058823529414
