peptide_name,average_plddt
LUZ100_gp02,70.04188596491221
LUZ100_gp03,67.75572438162544
LUZ100_gp04,52.764454976303334
LUZ100_gp05,62.07827868852465
LUZ100_gp07,65.78208494208502
LUZ100_gp08,90.54384615384598
LUZ100_gp09,50.75432150313157
LUZ100_gp12,63.2250176678445
LUZ100_gp14,74.18769094138541
LUZ100_gp18,77.34596202531641
LUZ100_gp19,96.11193857965429
LUZ100_gp23,95.3756884057972
LUZ100_gp26,76.10796928327647
LUZ100_gp29,97.1306768837805
LUZ100_gp30,57.382851405622425
LUZ100_gp31,91.62784313725497
LUZ100_gp33,59.889655667144744
LUZ100_gp35,65.88085858585856
LUZ100_gp37,84.09239263803674
LUZ100_gp38,88.79220907297835
LUZ100_gp39,66.38436781609188
LUZ100_gp40,64.17231707317072
LUZ100_gp50,71.57367066895367
LUZ100_gp51,83.13692041522468
LUZ100_gp54,57.60338983050846
LUZ100_gp55,66.15046357615898
LUZ100_gp56,51.93508840864424
