peptide_name,average_plddt
PHIKZ007,67.60411764705896
PHIKZ008,87.14131768953068
PHIKZ010,76.11359598853853
PHIKZ019,70.44413309982474
PHIKZ020,86.39733711048183
PHIKZ076,72.60902616279091
PHIKZ112,70.77823609226579
PHIKZ113,68.07773296244793
PHIKZ114,87.26010869565216
PHIKZ115,73.788795944233
PHIKZ116,88.84770804911348
PHIKZ189,80.80374999999992
PHIKZ215,54.019736434108545
PHIKZ218,80.90365448505017
PHIKZ234,44.11494897959179
PHIKZ253,64.18040000000025
PHIKZ256,40.11617418351468
PHIKZ262,73.14388349514583
PHIKZ263,49.18573446327686
PHIKZ265,66.68235955056181
PHIKZ267,92.11165012406953
PHIKZ268,76.17019430051809
PHIKZ269,65.43216890595022
PHIKZ274,86.20008183306071
PHIKZ277,55.75526054590545
PHIKZ295,44.13592171717185
PHIKZ301,49.25975578406179
PHIKZ_p01,80.49399999999987
PHIKZ_p02,74.87517426273457
PHIKZ_p03,93.02652741514336
PHIKZ_p04,68.63151193633936
PHIKZ_p05,76.79799401197582
PHIKZ_p06,71.68976241900651
PHIKZ_p09,78.7218785578748
PHIKZ_p11,71.5813246753245
PHIKZ_p12,87.74498281786971
PHIKZ_p14,47.28981792717093
PHIKZ_p15,75.541401273885
PHIKZ_p17,71.07263052208829
PHIKZ_p18,73.25467775467784
PHIKZ_p20,53.120495867768525
PHIKZ_p21,70.26498168498152
PHIKZ_p23,82.0718237704916
PHIKZ_p24,65.40206439393953
PHIKZ_p25,83.3889402173913
PHIKZ_p26,84.79712574850299
PHIKZ_p28,60.90409240924084
PHIKZ_p32,84.0627051671731
PHIKZ_p33,74.12748218527317
PHIKZ_p34,90.2223665048544
PHIKZ_p35,71.27830409356707
PHIKZ_p36,84.91930715935356
PHIKZ_p37,90.11138408304483
PHIKZ_p38,66.75581395348837
PHIKZ_p39,46.25754285714281
PHIKZ_p40,67.22443478260874
PHIKZ_p41,66.55151999999987
PHIKZ_p44,79.38159151193645
PHIKZ_p45,70.24483660130721
PHIKZ_p47,77.46843187660694
PHIKZ_p50,92.88423393739707
PHIKZ_p52,84.06154185022015
PHIKZ_p53,54.403239999999776
PHIKZ_p55,79.66422505307858
PHIKZ_p56,76.84561278863251
PHIKZ_p58,78.97233265720062
PHIKZ_p59,76.97466275659819
PHIKZ_p60,61.785513888888815
PHIKZ_p62,71.78362385321095
PHIKZ_p63,64.00668765743104
PHIKZ_p64,75.53181150550797
PHIKZ_p65,89.47178791615336
PHIKZ_p66,80.1635989717222
PHIKZ_p67,81.27062499999971
PHIKZ_p68,85.96168749999995
PHIKZ_p69,75.19543269230765
PHIKZ_p70,57.59175600739355
PHIKZ_p72,81.87439393939385
PHIKZ_p73,88.245765379113
PHIKZ_p74,88.69498269896218
PHIKZ_p77,80.05243654822327
PHIKZ_p80,67.2164822134387
PHIKZ_p81,64.11524940617595
PHIKZ_p82,79.73060975609759
PHIKZ_p84,87.93902892562
PHIKZ_p86,94.07676666666687
PHIKZ_p87,89.90960051546367
PHIKZ_p88,85.08393509127788
PHIKZ_p89,77.23589285714282
PHIKZ_p90,76.99906504065035
PHIKZ_p91,80.99967551622412
