peptide_name,average_plddt
PPLUZ24_gp01,58.2362162162163
PPLUZ24_gp03,59.74331588132623
PPLUZ24_gp04,90.87939240506319
PPLUZ24_gp05,91.2630733944956
PPLUZ24_gp06,84.18432989690736
PPLUZ24_gp07,79.73971571906343
PPLUZ24_gp08,49.36807065217375
PPLUZ24_gp09,55.326146095717895
PPLUZ24_gp10,75.09042360060513
PPLUZ24_gp11,53.96461118690326
PPLUZ24_gp13,78.26881266490754
PPLUZ24_gp20,74.77663907284777
PPLUZ24_gp26,69.92331395348847
PPLUZ24_gp27,90.95432300163105
PPLUZ24_gp28,81.07980353634571
PPLUZ24_gp29,63.833650000000254
PPLUZ24_gp31,90.1903276539977
PPLUZ24_gp33,75.69971428571435
PPLUZ24_gp36,96.23154569892483
PPLUZ24_gp39,68.32470873786406
PPLUZ24_gp43,86.1592913385828
PPLUZ24_gp45,61.00777777777791
PPLUZ24_gp46,88.41215328467149
PPLUZ24_gp47,80.9750277264324
PPLUZ24_gp58,71.58283171521005
PPLUZ24_gp59,60.46279629629618
PPLUZ24_gp64,91.68357876712321
